,country,year,life_expectancy
309947,Bosnia and Herzegovina,1971,70.17
309948,Botswana,1971,54.9
309949,Brazil,1971,60.14
309951,Brunei,1971,67.79
309952,Bulgaria,1971,70.93
309953,Burkina Faso,1971,40.75
309954,Burundi,1971,42.91
309955,Cambodia,1971,41.67
309956,Cameroon,1971,49.59
309957,Canada,1971,72.91
309958,Cape Verde,1971,54.65
309960,Central African Republic,1971,44.19
309961,Chad,1971,46.33
309962,Channel Islands,1971,71.92
309963,Chile,1971,62.34
309964,China,1971,62.04
309967,Colombia,1971,63.23
309968,Comoros,1971,49.12
309969,"Congo, Dem. Rep.",1971,48.6
309970,"Congo, Rep.",1971,53.14
309972,Costa Rica,1971,67.86
309973,Cote d'Ivoire,1971,46.27
309974,Croatia,1971,68.86
309975,Cuba,1971,70.34
309976,Cyprus,1971,72.99
309977,Czech Republic,1971,69.96
309979,Denmark,1971,73.55
309980,Djibouti,1971,52.51
309982,Dominican Republic,1971,61.47
309984,Ecuador,1971,59.67
309985,Egypt,1971,52.88
309986,El Salvador,1971,57.85
309987,Equatorial Guinea,1971,41.52
309988,Eritrea,1971,43.47
309990,Estonia,1971,70.71
309991,Ethiopia,1971,42.14
309994,Fiji,1971,59.96
309995,Finland,1971,70.22
309996,France,1971,72.27
309997,French Guiana,1971,65.57
309998,French Polynesia,1971,60.52
309999,Gabon,1971,46.35
310000,Gambia,1971,44.36
310001,Georgia,1971,67.54
310002,Germany,1971,70.94
310003,Ghana,1971,50.39
310005,Greece,1971,71.53
310006,Greenland,1971,65.01
310007,Grenada,1971,64.97
310008,Guadeloupe,1971,65.49
310009,Guam,1971,66.49
310010,Guatemala,1971,54.27
310012,Guinea,1971,38.2
310013,Guinea-Bissau,1971,45.71
310014,Guyana,1971,60.92
310015,Haiti,1971,47.45
310017,Honduras,1971,55.37
310018,"Hong Kong, China",1971,72.25
310019,Hungary,1971,69.19
310020,Iceland,1971,73.75
310021,India,1971,49.35
310022,Indonesia,1971,53.4
310023,Iran,1971,53.28
310024,Iraq,1971,57.21
310025,Ireland,1971,72.5
310027,Israel,1971,71.13
310028,Italy,1971,71.87
310029,Jamaica,1971,71.06
310030,Japan,1971,72.87
310032,Jordan,1971,61.87
310033,Kazakhstan,1971,63.6
310034,Kenya,1971,54.45
310035,Kiribati,1971,50.21
310036,North Korea,1971,59.93
310037,South Korea,1971,62.02
310040,Kuwait,1971,69.46
310041,Kyrgyz Republic,1971,60.61
310042,Lao,1971,44.91
310043,Latvia,1971,70.66
310044,Lebanon,1971,65.75
310045,Lesotho,1971,49.96
310046,Liberia,1971,40.75
310047,Libya,1971,60.11
310049,Lithuania,1971,72.1
310050,Luxembourg,1971,69.35
310051,"Macao, China",1971,69.56
310052,"Macedonia, FYR",1971,67.08
310053,Madagascar,1971,48.36
310054,Malawi,1971,42.09
310055,Malaysia,1971,65.51
310056,Maldives,1971,48.25
310057,Mali,1971,35.27
310058,Malta,1971,71.9
310060,Martinique,1971,66.51
310061,Mauritania,1971,50.25
310062,Mauritius,1971,63.27
310063,Mayotte,1971,62.99
310064,Mexico,1971,62.25
310065,"Micronesia, Fed. Sts.",1971,60.89
310066,Moldova,1971,65.48
310068,Mongolia,1971,57.08
310069,Montenegro,1971,70.48
310071,Morocco,1971,54.77
310072,Mozambique,1971,44.58
310073,Myanmar,1971,50.72
310074,Namibia,1971,53.36
310076,Nepal,1971,44.91
310077,Netherlands,1971,73.81
310078,Netherlands Antilles,1971,69.63
310079,New Caledonia,1971,62.95
310080,New Zealand,1971,71.8
310082,Nicaragua,1971,60.01
310083,Niger,1971,38.45
310084,Nigeria,1971,46.56
310089,Norway,1971,74.3
310090,Oman,1971,54.14
310091,Pakistan,1971,54.6
310093,Panama,1971,67.18
310094,Papua New Guinea,1971,46.97
310095,Paraguay,1971,69.49
310096,Peru,1971,56.2
310097,Philippines,1971,62.54
310099,Poland,1971,69.76
310100,Portugal,1971,66.91
310101,Puerto Rico,1971,71.66
310102,Qatar,1971,68.49
310103,Reunion,1971,63.69
310104,Romania,1971,68.73
310105,Russia,1971,69.02
310106,Rwanda,1971,45.71
310110,St. Lucia,1971,63.04
310112,St. Vincent and the Grenadines,1971,65.16
310114,Samoa,1971,57.92
310116,Sao Tome and Principe,1971,57.47
310117,Saudi Arabia,1971,56.82
310118,Senegal,1971,40.18
310119,Serbia,1971,68.7
310122,Seychelles,1971,65.11
310123,Sierra Leone,1971,44.28
310124,Singapore,1971,67.75
310125,Slovak Republic,1971,69.99
310126,Slovenia,1971,69.47
310127,Solomon Islands,1971,56.91
310128,Somalia,1971,43.44
310130,South Africa,1971,53.11
310132,Spain,1971,71.79
310133,Sri Lanka,1971,65.15
310134,Sudan,1971,54.68
310135,Suriname,1971,65.0
310137,Swaziland,1971,49.4
310138,Sweden,1971,74.58
310139,Switzerland,1971,73.3
310140,Syria,1971,60.08
310141,Taiwan,1971,69.08
310142,Tajikistan,1971,61.9
310143,Tanzania,1971,50.03
310144,Thailand,1971,60.33
310145,Timor-Leste,1971,45.8
310146,Togo,1971,48.36
310148,Tonga,1971,64.88
310150,Trinidad and Tobago,1971,65.91
310151,Tunisia,1971,54.16
310152,Turkey,1971,55.27
310153,Turkmenistan,1971,59.46
310156,Uganda,1971,50.99
310157,Ukraine,1971,70.81
310158,United Arab Emirates,1971,61.78
310159,United Kingdom,1971,72.2
310160,United States,1971,71.24
310161,Uruguay,1971,68.94
310163,Uzbekistan,1971,63.86
310165,Vanuatu,1971,52.21
310166,Venezuela,1971,66.27
310167,West Bank and Gaza,1971,58.73
310169,Western Sahara,1971,42.52
310170,Vietnam,1971,58.17
310171,Virgin Islands (U.S.),1971,68.12
310174,Yemen,1971,42.4
310176,Zambia,1971,54.51
310177,Zimbabwe,1971,57.63
310179,South Sudan,1971,40.75
311741,Afghanistan,1972,38.19
311743,Albania,1972,68.53
311744,Algeria,1972,53.38
311747,Angola,1972,42.62
311749,Antigua and Barbuda,1972,67.94
311750,Argentina,1972,67.64
311751,Armenia,1972,72.02
311752,Aruba,1972,69.85
311753,Australia,1972,71.9
311754,Austria,1972,70.59
311755,Azerbaijan,1972,65.93
311756,Bahamas,1972,65.08
311757,Bahrain,1972,64.67
311758,Bangladesh,1972,45.52
311759,Barbados,1972,67.09
311760,Belarus,1972,72.26
311761,Belgium,1972,71.35
311762,Belize,1972,66.66
311763,Benin,1972,45.16
311765,Bhutan,1972,44.2
311766,Bolivia,1972,48.34
311767,Bosnia and Herzegovina,1972,70.84
311768,Botswana,1972,55.54
311769,Brazil,1972,60.56
311771,Brunei,1972,68.19
311772,Bulgaria,1972,70.96
311773,Burkina Faso,1972,41.25
311774,Burundi,1972,43.1
311775,Cambodia,1972,39.73
311776,Cameroon,1972,50.22
311777,Canada,1972,72.81
311778,Cape Verde,1972,55.57
311780,Central African Republic,1972,45.04
311781,Chad,1972,46.91
311782,Channel Islands,1972,72.02
311783,Chile,1972,62.98
311784,China,1972,61.36
311787,Colombia,1972,63.64
311788,Comoros,1972,49.63
311789,"Congo, Dem. Rep.",1972,49.05
311790,"Congo, Rep.",1972,53.42
311792,Costa Rica,1972,68.4
311793,Cote d'Ivoire,1972,47.15
311794,Croatia,1972,69.14
311795,Cuba,1972,70.82
311796,Cyprus,1972,73.23
311797,Czech Republic,1972,70.49
311799,Denmark,1972,73.59
311800,Djibouti,1972,53.2
311802,Dominican Republic,1972,62.09
311804,Ecuador,1972,60.16
311805,Egypt,1972,53.31
311806,El Salvador,1972,58.07
311807,Equatorial Guinea,1972,41.87
311808,Eritrea,1972,43.92
311810,Estonia,1972,70.48
311811,Ethiopia,1972,41.98
311814,Fiji,1972,60.29
311815,Finland,1972,70.91
311816,France,1972,72.52
311817,French Guiana,1972,65.71
311818,French Polynesia,1972,60.84
311819,Gabon,1972,47.13
311820,Gambia,1972,45.42
311821,Georgia,1972,67.85
311822,Germany,1972,71.16
311823,Ghana,1972,50.7
311825,Greece,1972,71.85
311826,Greenland,1972,64.84
311827,Grenada,1972,65.29
311828,Guadeloupe,1972,65.99
311829,Guam,1972,66.9
311830,Guatemala,1972,55.0
311832,Guinea,1972,38.57
311833,Guinea-Bissau,1972,45.91
311834,Guyana,1972,61.08
311835,Haiti,1972,47.81
311837,Honduras,1972,56.07
311838,"Hong Kong, China",1972,72.58
311839,Hungary,1972,69.82
311840,Iceland,1972,74.66
311841,India,1972,50.08
311842,Indonesia,1972,54.09
311843,Iran,1972,54.24
311844,Iraq,1972,57.77
311845,Ireland,1972,71.86
311847,Israel,1972,71.33
311848,Italy,1972,72.15
311849,Jamaica,1972,71.39
311850,Japan,1972,73.39
311852,Jordan,1972,62.59
311853,Kazakhstan,1972,63.89
311854,Kenya,1972,55.08
311855,Kiribati,1972,50.61
311856,North Korea,1972,60.74
311857,South Korea,1972,62.73
311860,Kuwait,1972,69.97
311861,Kyrgyz Republic,1972,60.88
311862,Lao,1972,45.16
311863,Latvia,1972,70.35
311864,Lebanon,1972,65.98
311865,Lesotho,1972,50.31
311866,Liberia,1972,41.43
311867,Libya,1972,61.16
311869,Lithuania,1972,71.34
311870,Luxembourg,1972,70.59
311871,"Macao, China",1972,69.91
311872,"Macedonia, FYR",1972,67.48
311873,Madagascar,1972,48.94
311874,Malawi,1972,42.55
311875,Malaysia,1972,65.93
311876,Maldives,1972,49.12
311877,Mali,1972,36.04
311878,Malta,1972,72.2
311880,Martinique,1972,67.02
311881,Mauritania,1972,50.73
311882,Mauritius,1972,63.45
311883,Mayotte,1972,63.59
311884,Mexico,1972,62.75
311885,"Micronesia, Fed. Sts.",1972,61.3
311886,Moldova,1972,65.55
311888,Mongolia,1972,57.49
311889,Montenegro,1972,70.99
311891,Morocco,1972,55.19
311892,Mozambique,1972,45.21
311893,Myanmar,1972,51.09
311894,Namibia,1972,53.91
311896,Nepal,1972,45.41
311897,Netherlands,1972,73.72
311898,Netherlands Antilles,1972,70.05
311899,New Caledonia,1972,63.46
311900,New Zealand,1972,71.92
311902,Nicaragua,1972,60.8
311903,Niger,1972,38.69
311904,Nigeria,1972,47.16
311909,Norway,1972,74.46
311910,Oman,1972,55.07
311911,Pakistan,1972,55.12
311913,Panama,1972,67.72
311914,Papua New Guinea,1972,47.63
311915,Paraguay,1972,69.78
311916,Peru,1972,57.04
311917,Philippines,1972,62.77
311919,Poland,1972,70.95
311920,Portugal,1972,69.23
311921,Puerto Rico,1972,71.98
311922,Qatar,1972,69.03
311923,Reunion,1972,64.3
311924,Romania,1972,69.06
311925,Russia,1972,68.92
311926,Rwanda,1972,45.81
311930,St. Lucia,1972,63.63
311932,St. Vincent and the Grenadines,1972,65.43
311934,Samoa,1972,58.5
311936,Sao Tome and Principe,1972,58.13
311937,Saudi Arabia,1972,58.04
311938,Senegal,1972,40.94
311939,Serbia,1972,69.03
311942,Seychelles,1972,65.59
311943,Sierra Leone,1972,45.39
311944,Singapore,1972,68.12
311945,Slovak Republic,1972,70.46
311946,Slovenia,1972,69.66
311947,Solomon Islands,1972,57.52
311948,Somalia,1972,43.9
311950,South Africa,1972,53.44
311952,Spain,1972,73.0
311953,Sri Lanka,1972,65.56
311954,Sudan,1972,55.06
311955,Suriname,1972,65.32
311957,Swaziland,1972,50.03
311958,Sweden,1972,74.68
311959,Switzerland,1972,73.82
311960,Syria,1972,60.82
311961,Taiwan,1972,69.38
311962,Tajikistan,1972,62.23
311963,Tanzania,1972,50.55
311964,Thailand,1972,60.82
311965,Timor-Leste,1972,45.51
311966,Togo,1972,49.0
311968,Tonga,1972,65.17
311970,Trinidad and Tobago,1972,66.11
311971,Tunisia,1972,55.37
311972,Turkey,1972,55.96
311973,Turkmenistan,1972,59.74
311976,Uganda,1972,51.17
311977,Ukraine,1972,70.57
311978,United Arab Emirates,1972,62.45
311979,United Kingdom,1972,71.98
311980,United States,1972,71.34
311981,Uruguay,1972,69.01
311983,Uzbekistan,1972,64.14
311985,Vanuatu,1972,52.77
311986,Venezuela,1972,66.72
311987,West Bank and Gaza,1972,59.48
311989,Western Sahara,1972,43.07
311990,Vietnam,1972,58.0
311991,Virgin Islands (U.S.),1972,68.53
311994,Yemen,1972,43.28
311996,Zambia,1972,55.13
311997,Zimbabwe,1972,58.05
311999,South Sudan,1972,41.29
313561,Afghanistan,1973,38.67
313563,Albania,1973,68.93
313564,Algeria,1973,53.91
313567,Angola,1973,43.17
313569,Antigua and Barbuda,1973,68.3
313570,Argentina,1973,67.96
313571,Armenia,1973,72.19
313572,Aruba,1973,70.19
313573,Australia,1973,72.11
313574,Austria,1973,71.16
313575,Azerbaijan,1973,66.04
313576,Bahamas,1973,65.3
313577,Bahrain,1973,65.38
313578,Bangladesh,1973,45.77
313579,Barbados,1973,67.47
313580,Belarus,1973,72.29
313581,Belgium,1973,71.56
313582,Belize,1973,67.11
313583,Benin,1973,45.77
313585,Bhutan,1973,45.18
313586,Bolivia,1973,48.89
313587,Bosnia and Herzegovina,1973,71.49
313588,Botswana,1973,56.18
313589,Brazil,1973,60.98
313591,Brunei,1973,68.58
313592,Bulgaria,1973,71.4
313593,Burkina Faso,1973,41.78
313594,Burundi,1973,43.35
313595,Cambodia,1973,37.58
313596,Cameroon,1973,50.85
313597,Canada,1973,73.04
313598,Cape Verde,1973,56.5
313600,Central African Republic,1973,45.91
313601,Chad,1973,47.47
313602,Channel Islands,1973,72.13
313603,Chile,1973,63.63
313604,China,1973,60.97
313607,Colombia,1973,64.08
313608,Comoros,1973,50.12
313609,"Congo, Dem. Rep.",1973,49.46
313610,"Congo, Rep.",1973,53.69
313612,Costa Rica,1973,68.95
313613,Cote d'Ivoire,1973,48.02
313614,Croatia,1973,69.4
313615,Cuba,1973,71.29
313616,Cyprus,1973,73.47
313617,Czech Republic,1973,70.33
313619,Denmark,1973,73.83
313620,Djibouti,1973,53.83
313622,Dominican Republic,1973,62.67
313624,Ecuador,1973,60.67
313625,Egypt,1973,53.84
313626,El Salvador,1973,58.22
313627,Equatorial Guinea,1973,42.21
313628,Eritrea,1973,44.35
313630,Estonia,1973,70.83
313631,Ethiopia,1973,39.85
313634,Fiji,1973,60.6
313635,Finland,1973,71.42
313636,France,1973,72.69
313637,French Guiana,1973,65.81
313638,French Polynesia,1973,61.15
313639,Gabon,1973,47.9
313640,Gambia,1973,46.47
313641,Georgia,1973,68.17
313642,Germany,1973,71.41
313643,Ghana,1973,51.02
313645,Greece,1973,72.13
313646,Greenland,1973,64.66
313647,Grenada,1973,65.62
313648,Guadeloupe,1973,66.49
313649,Guam,1973,67.3
313650,Guatemala,1973,55.67
313652,Guinea,1973,38.97
313653,Guinea-Bissau,1973,46.12
313654,Guyana,1973,61.24
313655,Haiti,1973,48.17
313657,Honduras,1973,56.8
313658,"Hong Kong, China",1973,72.9
313659,Hungary,1973,69.69
313660,Iceland,1973,74.52
313661,India,1973,50.81
313662,Indonesia,1973,54.75
313663,Iran,1973,55.24
313664,Iraq,1973,58.31
313665,Ireland,1973,72.11
313667,Israel,1973,71.54
313668,Italy,1973,72.09
313669,Jamaica,1973,71.71
313670,Japan,1973,73.45
313672,Jordan,1973,63.3
313673,Kazakhstan,1973,64.16
313674,Kenya,1973,55.69
313675,Kiribati,1973,51.02
313676,North Korea,1973,61.5
313677,South Korea,1973,63.34
313680,Kuwait,1973,70.46
313681,Kyrgyz Republic,1973,61.14
313682,Lao,1973,45.39
313683,Latvia,1973,70.29
313684,Lebanon,1973,66.18
313685,Lesotho,1973,50.7
313686,Liberia,1973,42.16
313687,Libya,1973,62.16
313689,Lithuania,1973,71.7
313690,Luxembourg,1973,70.34
313691,"Macao, China",1973,70.26
313692,"Macedonia, FYR",1973,67.83
313693,Madagascar,1973,49.5
313694,Malawi,1973,43.0
313695,Malaysia,1973,66.34
313696,Maldives,1973,49.98
313697,Mali,1973,36.82
313698,Malta,1973,72.49
313700,Martinique,1973,67.53
313701,Mauritania,1973,51.2
313702,Mauritius,1973,63.68
313703,Mayotte,1973,64.17
313704,Mexico,1973,63.29
313705,"Micronesia, Fed. Sts.",1973,61.71
313706,Moldova,1973,65.58
313708,Mongolia,1973,57.82
313709,Montenegro,1973,71.41
313711,Morocco,1973,55.62
313712,Mozambique,1973,45.85
313713,Myanmar,1973,51.44
313714,Namibia,1973,54.44
313716,Nepal,1973,45.92
313717,Netherlands,1973,74.17
313718,Netherlands Antilles,1973,70.45
313719,New Caledonia,1973,63.95
313720,New Zealand,1973,71.78
313722,Nicaragua,1973,61.56
313723,Niger,1973,38.95
313724,Nigeria,1973,47.77
313729,Norway,1973,74.56
313730,Oman,1973,56.06
313731,Pakistan,1973,55.64
313733,Panama,1973,68.26
313734,Papua New Guinea,1973,48.27
313735,Paraguay,1973,70.06
313736,Peru,1973,57.85
313737,Philippines,1973,62.95
313739,Poland,1973,70.95
313740,Portugal,1973,68.63
313741,Puerto Rico,1973,72.26
313742,Qatar,1973,69.52
313743,Reunion,1973,64.89
313744,Romania,1973,69.34
313745,Russia,1973,68.89
313746,Rwanda,1973,45.91
313750,St. Lucia,1973,64.22
313752,St. Vincent and the Grenadines,1973,65.64
313754,Samoa,1973,59.09
313756,Sao Tome and Principe,1973,58.81
313757,Saudi Arabia,1973,59.26
313758,Senegal,1973,41.85
313759,Serbia,1973,69.32
313762,Seychelles,1973,66.06
313763,Sierra Leone,1973,46.48
313764,Singapore,1973,68.5
313765,Slovak Republic,1973,70.16
313766,Slovenia,1973,69.86
313767,Solomon Islands,1973,58.13
313768,Somalia,1973,44.35
313770,South Africa,1973,53.77
313772,Spain,1973,72.78
313773,Sri Lanka,1973,65.97
313774,Sudan,1973,55.41
313775,Suriname,1973,65.62
313777,Swaziland,1973,50.67
313778,Sweden,1973,74.83
313779,Switzerland,1973,74.12
313780,Syria,1973,61.56
313781,Taiwan,1973,69.43
313782,Tajikistan,1973,62.53
313783,Tanzania,1973,51.09
313784,Thailand,1973,61.29
313785,Timor-Leste,1973,44.71
313786,Togo,1973,49.63
313788,Tonga,1973,65.44
313790,Trinidad and Tobago,1973,66.33
313791,Tunisia,1973,56.57
313792,Turkey,1973,56.65
313793,Turkmenistan,1973,60.01
313796,Uganda,1973,51.33
313797,Ukraine,1973,70.75
313798,United Arab Emirates,1973,63.09
313799,United Kingdom,1973,72.18
313800,United States,1973,71.54
313801,Uruguay,1973,69.1
313803,Uzbekistan,1973,64.4
313805,Vanuatu,1973,53.33
313806,Venezuela,1973,67.14
313807,West Bank and Gaza,1973,60.26
313809,Western Sahara,1973,43.7
313810,Vietnam,1973,58.35
313811,Virgin Islands (U.S.),1973,68.94
313814,Yemen,1973,44.17
313816,Zambia,1973,55.71
313817,Zimbabwe,1973,58.47
313819,South Sudan,1973,41.84
315381,Afghanistan,1974,39.14
315383,Albania,1974,69.35
315384,Algeria,1974,54.52
315387,Angola,1974,43.71
315389,Antigua and Barbuda,1974,68.64
315390,Argentina,1974,68.28
315391,Armenia,1974,72.28
315392,Aruba,1974,70.52
315393,Australia,1974,71.86
315394,Austria,1974,71.15
315395,Azerbaijan,1974,66.05
315396,Bahamas,1974,65.53
315397,Bahrain,1974,66.03
315398,Bangladesh,1974,46.49
315399,Barbados,1974,67.83
315400,Belarus,1974,72.57
315401,Belgium,1974,71.91
315402,Belize,1974,67.52
315403,Benin,1974,46.36
315405,Bhutan,1974,46.2
315406,Bolivia,1974,49.5
315407,Bosnia and Herzegovina,1974,72.12
315408,Botswana,1974,56.82
315409,Brazil,1974,61.41
315411,Brunei,1974,68.95
315412,Bulgaria,1974,71.26
315413,Burkina Faso,1974,42.36
315414,Burundi,1974,43.66
315415,Cambodia,1974,34.94
315416,Cameroon,1974,51.49
315417,Canada,1974,73.12
315418,Cape Verde,1974,57.41
315420,Central African Republic,1974,46.77
315421,Chad,1974,47.98
315422,Channel Islands,1974,72.26
315423,Chile,1974,64.31
315424,China,1974,60.63
315427,Colombia,1974,64.53
315428,Comoros,1974,50.59
315429,"Congo, Dem. Rep.",1974,49.83
315430,"Congo, Rep.",1974,53.94
315432,Costa Rica,1974,69.53
315433,Cote d'Ivoire,1974,48.85
315434,Croatia,1974,69.63
315435,Cuba,1974,71.74
315436,Cyprus,1974,73.7
315437,Czech Republic,1974,70.42
315439,Denmark,1974,73.96
315440,Djibouti,1974,54.38
315442,Dominican Republic,1974,63.23
315444,Ecuador,1974,61.18
315445,Egypt,1974,54.46
315446,El Salvador,1974,58.33
315447,Equatorial Guinea,1974,42.56
315448,Eritrea,1974,44.75
315450,Estonia,1974,70.94
315451,Ethiopia,1974,37.71
315454,Fiji,1974,60.91
315455,Finland,1974,71.34
315456,France,1974,73.04
315457,French Guiana,1974,65.91
315458,French Polynesia,1974,61.47
315459,Gabon,1974,48.68
315460,Gambia,1974,47.51
315461,Georgia,1974,68.47
315462,Germany,1974,71.71
315463,Ghana,1974,51.35
315465,Greece,1974,72.39
315466,Greenland,1974,64.49
315467,Grenada,1974,65.92
315468,Guadeloupe,1974,66.97
315469,Guam,1974,67.7
315470,Guatemala,1974,56.28
315472,Guinea,1974,39.43
315473,Guinea-Bissau,1974,46.33
315474,Guyana,1974,61.4
315475,Haiti,1974,48.53
315477,Honduras,1974,57.56
315478,"Hong Kong, China",1974,73.2
315479,Hungary,1974,69.41
315480,Iceland,1974,74.59
315481,India,1974,51.53
315482,Indonesia,1974,55.41
315483,Iran,1974,56.24
315484,Iraq,1974,58.81
315485,Ireland,1974,72.08
315487,Israel,1974,71.78
315488,Italy,1974,72.81
315489,Jamaica,1974,72.0
315490,Japan,1974,73.88
315492,Jordan,1974,63.98
315493,Kazakhstan,1974,64.4
315494,Kenya,1974,56.29
315495,Kiribati,1974,51.41
315496,North Korea,1974,62.22
315497,South Korea,1974,63.84
315500,Kuwait,1974,70.93
315501,Kyrgyz Republic,1974,61.38
315502,Lao,1974,45.62
315503,Latvia,1974,70.22
315504,Lebanon,1974,66.37
315505,Lesotho,1974,51.14
315506,Liberia,1974,42.91
315507,Libya,1974,63.13
315509,Lithuania,1974,71.63
315510,Luxembourg,1974,70.42
315511,"Macao, China",1974,70.61
315512,"Macedonia, FYR",1974,68.14
315513,Madagascar,1974,50.06
315514,Malawi,1974,43.41
315515,Malaysia,1974,66.73
315516,Maldives,1974,50.82
315517,Mali,1974,37.61
315518,Malta,1974,72.78
315520,Martinique,1974,68.02
315521,Mauritania,1974,51.69
315522,Mauritius,1974,63.99
315523,Mayotte,1974,64.74
315524,Mexico,1974,63.83
315525,"Micronesia, Fed. Sts.",1974,62.12
315526,Moldova,1974,65.6
315528,Mongolia,1974,58.06
315529,Montenegro,1974,71.78
315531,Morocco,1974,56.08
315532,Mozambique,1974,46.46
315533,Myanmar,1974,51.78
315534,Namibia,1974,54.98
315536,Nepal,1974,46.47
315537,Netherlands,1974,74.56
315538,Netherlands Antilles,1974,70.84
315539,New Caledonia,1974,64.44
315540,New Zealand,1974,72.03
315542,Nicaragua,1974,62.28
315543,Niger,1974,39.25
315544,Nigeria,1974,48.38
315549,Norway,1974,74.88
315550,Oman,1974,57.11
315551,Pakistan,1974,56.16
315553,Panama,1974,68.81
315554,Papua New Guinea,1974,48.9
315555,Paraguay,1974,70.32
315556,Peru,1974,58.6
315557,Philippines,1974,63.1
315559,Poland,1974,71.46
315560,Portugal,1974,69.18
315561,Puerto Rico,1974,72.53
315562,Qatar,1974,69.98
315563,Reunion,1974,65.46
315564,Romania,1974,69.58
315565,Russia,1974,68.88
315566,Rwanda,1974,46.01
315570,St. Lucia,1974,64.8
315572,St. Vincent and the Grenadines,1974,65.82
315574,Samoa,1974,59.67
315576,Sao Tome and Principe,1974,59.47
315577,Saudi Arabia,1974,60.48
315578,Senegal,1974,42.85
315579,Serbia,1974,69.59
315582,Seychelles,1974,66.49
315583,Sierra Leone,1974,47.5
315584,Singapore,1974,68.88
315585,Slovak Republic,1974,70.33
315586,Slovenia,1974,70.09
315587,Solomon Islands,1974,58.74
315588,Somalia,1974,44.8
315590,South Africa,1974,54.11
315592,Spain,1974,73.16
315593,Sri Lanka,1974,66.36
315594,Sudan,1974,55.73
315595,Suriname,1974,65.91
315597,Swaziland,1974,51.3
315598,Sweden,1974,74.94
315599,Switzerland,1974,74.47
315600,Syria,1974,62.26
315601,Taiwan,1974,69.8
315602,Tajikistan,1974,62.81
315603,Tanzania,1974,51.65
315604,Thailand,1974,61.77
315605,Timor-Leste,1974,43.49
315606,Togo,1974,50.26
315608,Tonga,1974,65.69
315610,Trinidad and Tobago,1974,66.57
315611,Tunisia,1974,57.75
315612,Turkey,1974,57.36
315613,Turkmenistan,1974,60.25
315616,Uganda,1974,51.45
315617,Ukraine,1974,70.63
315618,United Arab Emirates,1974,63.7
315619,United Kingdom,1974,72.38
315620,United States,1974,72.08
315621,Uruguay,1974,69.23
315623,Uzbekistan,1974,64.64
315625,Vanuatu,1974,53.89
315626,Venezuela,1974,67.53
315627,West Bank and Gaza,1974,61.03
315629,Western Sahara,1974,44.43
315630,Vietnam,1974,59.23
315631,Virgin Islands (U.S.),1974,69.34
315634,Yemen,1974,45.1
315636,Zambia,1974,56.24
315637,Zimbabwe,1974,58.92
315639,South Sudan,1974,42.39
317201,Afghanistan,1975,39.61
317203,Albania,1975,69.77
317204,Algeria,1975,55.24
317207,Angola,1975,44.22
317209,Antigua and Barbuda,1975,68.99
317210,Argentina,1975,68.6
317211,Armenia,1975,72.33
317212,Aruba,1975,70.83
317213,Australia,1975,72.81
317214,Austria,1975,71.28
317215,Azerbaijan,1975,66.02
317216,Bahamas,1975,65.74
317217,Bahrain,1975,66.63
317218,Bangladesh,1975,47.58
317219,Barbados,1975,68.17
317220,Belarus,1975,71.63
317221,Belgium,1975,71.9
317222,Belize,1975,67.93
317223,Benin,1975,46.93
317225,Bhutan,1975,47.21
317226,Bolivia,1975,50.19
317227,Bosnia and Herzegovina,1975,72.71
317228,Botswana,1975,57.45
317229,Brazil,1975,61.84
317231,Brunei,1975,69.32
317232,Bulgaria,1975,71.11
317233,Burkina Faso,1975,43.0
317234,Burundi,1975,44.02
317235,Cambodia,1975,21.69
317236,Cameroon,1975,52.13
317237,Canada,1975,73.41
317238,Cape Verde,1975,58.3
317240,Central African Republic,1975,47.6
317241,Chad,1975,48.45
317242,Channel Islands,1975,72.41
317243,Chile,1975,65.02
317244,China,1975,60.78
317247,Colombia,1975,65.04
317248,Comoros,1975,51.03
317249,"Congo, Dem. Rep.",1975,50.17
317250,"Congo, Rep.",1975,54.2
317252,Costa Rica,1975,70.12
317253,Cote d'Ivoire,1975,49.63
317254,Croatia,1975,69.83
317255,Cuba,1975,72.18
317256,Cyprus,1975,73.93
317257,Czech Republic,1975,70.77
317259,Denmark,1975,74.24
317260,Djibouti,1975,54.85
317262,Dominican Republic,1975,63.75
317264,Ecuador,1975,61.73
317265,Egypt,1975,55.17
317266,El Salvador,1975,58.36
317267,Equatorial Guinea,1975,42.91
317268,Eritrea,1975,45.14
317270,Estonia,1975,70.26
317271,Ethiopia,1975,38.78
317274,Fiji,1975,61.21
317275,Finland,1975,71.89
317276,France,1975,73.13
317277,French Guiana,1975,66.04
317278,French Polynesia,1975,61.82
317279,Gabon,1975,49.45
317280,Gambia,1975,48.56
317281,Georgia,1975,68.76
317282,Germany,1975,71.56
317283,Ghana,1975,51.68
317285,Greece,1975,72.62
317286,Greenland,1975,64.31
317287,Grenada,1975,66.22
317288,Guadeloupe,1975,67.46
317289,Guam,1975,68.07
317290,Guatemala,1975,56.82
317292,Guinea,1975,39.94
317293,Guinea-Bissau,1975,46.54
317294,Guyana,1975,61.56
317295,Haiti,1975,48.9
317297,Honduras,1975,58.34
317298,"Hong Kong, China",1975,73.49
317299,Hungary,1975,69.46
317300,Iceland,1975,75.57
317301,India,1975,52.25
317302,Indonesia,1975,56.04
317303,Iran,1975,57.1
317304,Iraq,1975,59.19
317305,Ireland,1975,72.68
